日期,国家,省州,累计确诊,累计治愈,累计死亡
2020/11/24,Colombia,,1262494,1167857,35677
2020/11/24,Montenegro,,32188,20627,450
2020/11/24,Brunei,,150,145,3
2020/11/24,Lebanon,,118705,70555,934
2020/11/24,Chad,,1649,1493,101
2020/11/24,Canada,Northwest Territories,15,,0
2020/11/24,Canada,Manitoba,14558,,248
2020/11/24,Australia,Australian Capital Territory,115,111,3
2020/11/24,Honduras,,105211,46616,2869
2020/11/24,Jamaica,,10422,5572,243
2020/11/24,MS Zaandam,,9,0,2
2020/11/24,Jordan,,192996,125433,2380
2020/11/24,Australia,Tasmania,230,217,13
2020/11/24,Saint Vincent and the Grenadines,,84,78,0
2020/11/24,India,,9222216,8642771,134699
2020/11/24,Thailand,,3926,3780,60
2020/11/24,"Korea, South",,31735,26825,513
2020/11/24,Tanzania,,509,183,21
2020/11/24,Laos,,39,23,0
2020/11/24,Namibia,,13938,13272,145
2020/11/24,Malaysia,,58847,44153,341
2020/11/24,Iraq,,539749,469784,12031
2020/11/24,Burundi,,673,575,1
2020/11/24,Tajikistan,,11971,11355,86
2020/11/24,San Marino,,1428,1149,44
2020/11/24,Fiji,,38,33,2
2020/11/24,Bulgaria,,129348,40102,3226
2020/11/24,Venezuela,,100498,95344,876
2020/11/24,Qatar,,137642,134698,236
2020/11/24,Croatia,,108014,87408,1445
2020/11/24,El Salvador,,37884,34595,1086
2020/11/24,Timor-Leste,,30,30,0
2020/11/24,Djibouti,,5669,5569,61
2020/11/24,Canada,New Brunswick,450,,7
2020/11/24,Afghanistan,,45174,36122,1715
2020/11/24,Netherlands,Curacao,1827,1043,3
2020/11/24,Antigua and Barbuda,,139,128,4
2020/11/24,Chile,,543087,518834,15131
2020/11/24,Uzbekistan,,71985,69240,604
2020/11/24,Estonia,,10159,6014,94
2020/11/24,United Kingdom,Gibraltar,981,885,5
2020/11/24,Belarus,,126953,105835,1112
2020/11/24,France,French Polynesia,13517,4842,70
2020/11/24,Israel,,331132,318853,2826
2020/11/24,Kosovo,,35549,21746,939
2020/11/24,North Macedonia,,56164,33892,1561
2020/11/24,Australia,Queensland,1197,1177,6
2020/11/24,Belize,,5335,2899,125
2020/11/24,Canada,Newfoundland and Labrador,323,,4
2020/11/24,United Kingdom,Channel Islands,1124,937,48
2020/11/24,Niger,,1406,1169,70
2020/11/24,Bahrain,,86016,84166,340
2020/11/24,Slovenia,,67080,45587,1156
2020/11/24,Canada,Nova Scotia,1227,,65
2020/11/24,Kazakhstan,,168803,144463,2373
2020/11/24,France,Guadeloupe,8344,2242,149
2020/11/24,Moldova,,99633,82335,2188
2020/11/24,Serbia,,133029,0,1274
2020/11/24,Syria,,7369,3213,385
2020/11/24,Kenya,,78512,52709,1409
2020/11/24,Burkina Faso,,2757,2557,68
2020/11/24,Georgia,,111818,92215,1051
2020/11/24,Maldives,,12810,11660,46
2020/11/24,Tunisia,,90213,65303,2935
2020/11/24,Mozambique,,15231,13408,127
2020/11/24,Italy,,1455022,605330,51306
2020/11/24,Papua New Guinea,,630,588,7
2020/11/24,Yemen,,2073,1379,604
2020/11/24,France,Mayotte,5122,2964,49
2020/11/24,Cambodia,,307,298,0
2020/11/24,United Kingdom,Isle of Man,369,336,25
2020/11/24,Solomon Islands,,17,5,0
2020/11/24,Hungary,,181881,44020,4008
2020/11/24,Rwanda,,5750,5241,47
2020/11/24,Paraguay,,77891,55531,1677
2020/11/24,Luxembourg,,31484,22189,283
2020/11/24,Lesotho,,2092,1277,44
2020/11/24,Senegal,,15908,15527,331
2020/11/24,Canada,Ontario,110066,,3576
2020/11/24,Saint Kitts and Nevis,,22,19,0
2020/11/24,Trinidad and Tobago,,6488,5639,115
2020/11/24,Poland,,909066,454717,14314
2020/11/24,Sweden,,225560,0,6406
2020/11/24,Monaco,,587,523,3
2020/11/24,Dominican Republic,,139111,113134,2313
2020/11/24,Dominica,,77,63,0
2020/11/24,Azerbaijan,,98927,65734,1194
2020/11/24,Denmark,Faroe Islands,500,498,0
2020/11/24,Netherlands,Aruba,4751,4618,45
2020/11/24,Indonesia,,506302,425313,16111
2020/11/24,Bangladesh,,451990,366877,6448
2020/11/24,France,,2155722,132720,49900
2020/11/24,Cabo Verde,,10400,9833,104
2020/11/24,Armenia,,127522,98944,2002
2020/11/24,Guinea-Bissau,,2422,2309,43
2020/11/24,Haiti,,9224,7886,232
2020/11/24,Czechia,,502534,416832,7499
2020/11/24,Mauritania,,8193,7636,169
2020/11/24,Madagascar,,17341,16657,251
2020/11/24,Bolivia,,144147,119835,8928
2020/11/24,Germany,,963192,649070,14832
2020/11/24,Brazil,,6118708,5509645,170115
2020/11/24,Singapore,,58183,58079,28
2020/11/24,Grenada,,41,30,0
2020/11/24,Holy See,,27,15,0
2020/11/24,United Kingdom,Montserrat,13,12,1
2020/11/24,Denmark,Greenland,18,18,0
2020/11/24,United Kingdom,Cayman Islands,266,249,2
2020/11/24,Gambia,,3726,3585,123
2020/11/24,Lithuania,,49368,20819,477
2020/11/24,Micronesia,,0,0,0
2020/11/24,Guyana,,5189,4204,147
2020/11/24,South Africa,,772252,716444,21083
2020/11/25,New Zealand,,2040,1955,25
2020/11/25,Luxembourg,,32100,22630,288
2020/11/25,Iran,,894385,625606,46207
2020/11/25,Madagascar,,17341,16657,251
2020/11/25,El Salvador,,37884,34595,1086
2020/11/25,Singapore,,58190,58091,28
2020/11/25,Belize,,5423,2986,129
2020/11/25,Namibia,,14006,13339,145
2020/11/25,France,Saint Barthelemy,127,94,0
2020/11/25,Poland,,924422,469527,14988
2020/11/25,Netherlands,,498653,0,9109
2020/11/25,Djibouti,,5670,5575,61
2020/11/25,Saint Vincent and the Grenadines,,84,78,0
2020/11/25,Eritrea,,558,473,0
2020/11/25,India,,9266705,8679138,135223
2020/11/25,Canada,Ontario,111376,,3576
2020/11/25,Mozambique,,15302,13459,128
2020/11/25,Laos,,39,23,0
2020/11/25,Iraq,,542187,472054,12086
2020/11/25,Chad,,1655,1494,101
2020/11/25,Azerbaijan,,102396,66963,1224
2020/11/25,Denmark,,74204,58148,802
2020/11/25,"Korea, South",,32318,26950,515
2020/11/25,Paraguay,,78878,56025,1691
2020/11/25,San Marino,,1492,1221,44
2020/11/25,United Kingdom,Bermuda,239,205,9
2020/11/25,Jordan,,198021,131181,2442
2020/11/25,South Africa,,775502,716444,21201
2020/11/25,Yemen,,2073,1379,604
2020/11/25,Saudi Arabia,,356067,344787,5825
2020/11/25,Australia,Tasmania,230,217,13
2020/11/25,Croatia,,111617,89425,1501
2020/11/25,United Kingdom,Isle of Man,369,338,25
2020/11/25,Qatar,,137851,134950,237
2020/11/25,Nigeria,,66805,62493,1169
2020/11/25,Seychelles,,166,159,0
2020/11/25,Italy,,1480874,637149,52028
2020/11/25,Hungary,,185687,44020,4114
2020/11/25,Venezuela,,100817,95669,880
2020/11/25,Gambia,,3727,3587,123
2020/11/25,Malaysia,,59817,46501,345
2020/11/25,Sao Tome and Principe,,982,926,17
2020/11/25,Fiji,,38,33,2
2020/11/25,Bulgaria,,133060,42620,3367
2020/11/25,Pakistan,,386198,334392,7843
2020/11/25,Maldives,,12854,11681,46
2020/11/25,Uzbekistan,,72227,69477,606
2020/11/25,Cuba,,8026,7470,133
2020/11/25,Thailand,,3942,3788,60
2020/11/25,Argentina,,1390388,1217284,37714
2020/11/25,Haiti,,9229,7916,232
2020/11/25,Equatorial Guinea,,5137,5005,85
2020/11/25,United Kingdom,Gibraltar,991,895,5
2020/11/25,Oman,,122579,113856,1391
2020/11/25,Cote d'Ivoire,,21168,20843,131
2020/11/25,Guyana,,5236,4242,147
2020/11/25,Australia,Western Australia,817,776,9
2020/11/25,Cameroon,,23915,22177,437
2020/11/25,Micronesia,,0,0,0
2020/11/25,United Kingdom,Channel Islands,1147,960,48
2020/11/25,Kuwait,,141217,134033,871
2020/11/25,United Kingdom,Anguilla,4,3,0
2020/11/25,France,French Polynesia,13783,4842,70
2020/11/25,Vanuatu,,1,0,0
2020/11/25,Latvia,,14273,1686,184
2020/11/25,Barbados,,263,243,7
2020/11/25,Estonia,,10541,6052,97
2020/11/25,Spain,,1605066,150376,44037
2020/11/25,Canada,Nunavut,155,,0
2020/11/25,Canada,Nova Scotia,1243,,65
2020/11/25,Guatemala,,119989,108854,4107
2020/11/25,Japan,,137735,114569,1983
2020/11/25,Slovakia,,99304,53547,732
2020/11/25,France,Guadeloupe,8344,2242,149
2020/11/25,Algeria,,78025,50712,2329
2020/11/25,Canada,Alberta,50801,,500
2020/11/25,Libya,,79797,50914,1125
2020/11/25,Peru,,952439,884747,35685
2020/11/25,Iceland,,5312,5110,26
2020/11/25,Monaco,,594,530,3
2020/11/25,North Macedonia,,57451,34970,1600
2020/11/25,Netherlands,Aruba,4778,4632,45
2020/11/25,Eswatini,,6272,5901,120
2020/11/25,Dominica,,77,63,0
2020/11/25,Grenada,,41,30,0
2020/11/25,Togo,,2889,2320,64
2020/11/25,Afghanistan,,45384,36145,1728
2020/11/25,Serbia,,140608,0,1315
2020/11/25,Belgium,,564967,0,16077
2020/11/25,United Kingdom,,1557007,0,56533
2020/11/25,Cabo Verde,,10526,9900,104
2020/11/25,Denmark,Greenland,18,18,0
2020/11/25,Comoros,,607,579,7
2020/11/25,Indonesia,,511836,429807,16225
2020/11/25,MS Zaandam,,9,0,2
2020/11/25,Tanzania,,509,183,21
2020/11/25,Uganda,,18890,8832,191
2020/11/25,Papua New Guinea,,645,588,7
2020/11/25,Liberia,,1578,1340,83
2020/11/25,Congo (Brazzaville),,5632,4988,93
2020/11/25,Tajikistan,,12008,11395,86
2020/11/25,Diamond Princess,,712,659,13
2020/11/25,Ethiopia,,107109,66574,1664
2020/11/25,Greece,,97288,23074,1902
2020/11/25,Burundi,,673,575,1
2020/11/25,Uruguay,,4988,3923,73
2020/11/25,Sierra Leone,,2408,1829,74
2020/11/25,France,St Martin,690,598,12
2020/11/25,Andorra,,6428,5542,76
2020/11/25,Burkina Faso,,2777,2567,68
2020/11/25,Kazakhstan,,169827,145028,2422
2020/11/25,Botswana,,9992,7692,31
2020/11/25,Slovenia,,69306,47770,1199
2020/11/25,Canada,Prince Edward Island,69,,0
2020/11/25,Bahamas,,7469,5733,163
2020/11/25,France,Martinique,5413,98,40
2020/11/25,Holy See,,27,15,0
2020/11/25,United Kingdom,British Virgin Islands,71,70,1
2020/11/25,Canada,Yukon,39,,1
2020/11/25,Canada,Diamond Princess,0,,1
2020/11/25,Timor-Leste,,30,30,0
2020/11/25,France,French Guiana,11116,9995,70
2020/11/25,Denmark,Faroe Islands,500,498,0
2020/11/25,Austria,,260512,189059,2667
2020/11/25,Bahrain,,86185,84335,340
2020/11/25,Finland,,22652,16800,388
2020/11/25,Malawi,,6018,5450,185
2020/11/25,Philippines,,422915,386955,8215
2020/11/25,Netherlands,"Bonaire, Sint Eustatius and Saba",161,155,3
2020/11/25,Nepal,,226026,207998,1389
2020/11/25,Canada,Newfoundland and Labrador,324,,4
2020/11/25,Canada,Repatriated Travellers,13,,0
2020/11/25,Suriname,,5305,5184,117
2020/11/25,Panama,,158532,139356,3002
2020/11/25,Israel,,332211,319718,2831
2020/11/25,Niger,,1419,1170,70
2020/11/25,Australia,New South Wales,4552,0,53
2020/11/25,Albania,,34944,17031,743
2020/11/25,Gabon,,9173,9016,59
2020/11/25,Canada,Saskatchewan,7047,,37
2020/11/25,France,,2171967,134593,50281
2020/11/25,Sri Lanka,,21469,15447,96
2020/11/25,United Kingdom,Falkland Islands (Malvinas),16,13,0
2020/11/25,United Kingdom,Montserrat,13,12,1
2020/11/25,Kyrgyzstan,,71171,62544,1251
2020/11/25,Costa Rica,,134520,82611,1674
2020/11/25,Mali,,4461,3060,148
2020/11/25,Benin,,2974,2579,43
2020/11/25,Bangladesh,,454146,369179,6487
2020/11/25,Guinea-Bissau,,2422,2309,43
2020/11/25,Czechia,,505215,417657,7611
2020/11/25,Portugal,,274011,189356,4127
2020/11/25,West Bank and Gaza,,76727,60499,665
2020/11/25,Canada,New Brunswick,453,,7
2020/11/25,Canada,British Columbia,29086,,371
2020/11/25,Canada,Manitoba,14907,,256
2020/11/25,Ireland,,71187,23364,2033
2020/11/25,Zimbabwe,,9508,8336,274
2020/11/25,Mongolia,,712,345,0
2020/11/25,Somalia,,4445,3412,113
2020/11/25,United Arab Emirates,,162662,151044,563
2020/11/25,Ecuador,,187230,164009,13288
2020/11/25,South Sudan,,3073,2938,61
2020/11/25,Armenia,,129085,100913,2040
2020/11/25,Burma,,83566,63366,1810
2020/11/25,United Kingdom,Cayman Islands,269,249,2
2020/11/25,France,New Caledonia,32,32,0
2020/11/25,Germany,,995879,666373,15210
2020/11/25,Bolivia,,144276,120209,8933
2020/11/25,Mauritania,,8246,7646,171
2020/11/25,Mexico,,1070487,798037,103597
2020/11/25,Turkey,,467730,385480,12840
2020/11/25,Brazil,,6166606,5534010,170769
2020/11/25,France,Saint Pierre and Miquelon,16,12,0
2020/11/25,France,Wallis and Futuna,0,0,0
2020/11/25,Vietnam,,1321,1153,35
2020/11/25,Ghana,,51225,50127,323
2020/11/25,Cambodia,,307,298,0
2020/11/25,Australia,Northern Territory,49,41,0
2020/11/25,Kenya,,79322,52974,1417
2020/11/25,Netherlands,Sint Maarten,1036,919,25
2020/11/25,Rwanda,,5779,5317,47
2020/11/25,Morocco,,336506,284496,5539
2020/11/25,Russia,,2144229,1646737,37173
2020/11/25,United Kingdom,Turks and Caicos Islands,746,700,6
2020/11/25,Egypt,,114107,102201,6585
2020/11/25,Solomon Islands,,17,5,0
2020/11/25,Samoa,,1,0,0
2020/11/25,Lesotho,,2092,1277,44
2020/11/25,Romania,,440344,313885,10541
2020/11/25,Canada,Quebec,135430,,7002
2020/11/25,Nicaragua,,5784,4225,160
2020/11/25,Senegal,,15927,15540,331
2020/11/25,Australia,Australian Capital Territory,115,112,3
2020/11/25,Liechtenstein,,1183,985,14
2020/11/25,Guinea,,12929,11902,76
2020/11/25,Congo (Kinshasa),,12365,11433,331
2020/11/25,Jamaica,,10488,5623,247
2020/11/25,Colombia,,1270991,1174959,35860
2020/11/25,Georgia,,114889,95581,1085
2020/11/25,Ukraine,,680132,321460,11857
2020/11/25,France,Mayotte,5181,2964,49
2020/11/25,Brunei,,150,145,3
2020/11/25,Tunisia,,91307,66459,2983
2020/11/25,Saint Lucia,,235,109,2
2020/11/25,Lebanon,,120341,71236,950
2020/11/25,Canada,Northwest Territories,15,,0
2020/11/25,Honduras,,106116,47006,2888
2020/11/25,Lithuania,,51656,21947,499
2020/11/25,France,Reunion,7836,6660,39
2020/11/25,Montenegro,,32808,21229,459
2020/11/25,Sudan,,16864,9908,1210
2020/11/25,Australia,South Australia,560,520,4
2020/11/25,Norway,,34268,17998,316
2020/11/25,Moldova,,101203,83789,2209
2020/11/25,Kosovo,,36253,22137,948
2020/11/25,Angola,,14821,7517,340
2020/11/25,Syria,,7459,3271,391
2020/11/25,US,,12879677,4835956,264967
2020/11/25,Australia,Victoria,20345,19526,819
2020/11/25,Chile,,544092,520180,15138
2020/11/25,Netherlands,Curacao,1929,1057,3
2020/11/25,Cyprus,,9453,2055,47
2020/11/25,Central African Republic,,4911,1924,63
2020/11/25,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/11/25,Bhutan,,386,367,0
2020/11/25,Australia,Queensland,1197,1177,6
2020/11/25,Antigua and Barbuda,,140,129,4
2020/11/25,Mauritius,,497,440,10
2020/11/25,Dominican Republic,,139396,113263,2315
2020/11/25,Belarus,,128449,107452,1119
2020/11/25,Canada,Grand Princess,13,,0
2020/11/25,Trinidad and Tobago,,6503,5655,116
2020/11/25,Marshall Islands,,4,1,0
2020/11/25,Switzerland,,309469,211500,4393
2020/11/25,Bosnia and Herzegovina,,83328,48210,2429
2020/11/25,Malta,,9253,7062,122
2020/11/25,Sweden,,230514,0,6555
2020/11/25,Saint Kitts and Nevis,,22,19,0
2020/11/25,Zambia,,17535,16755,357
2020/11/26,Uzbekistan,,72409,69670,607
2020/11/26,Australia,New South Wales,4556,0,53
2020/11/26,Congo (Kinshasa),,12470,11495,333
2020/11/26,Samoa,,1,0,0
2020/11/26,Canada,Manitoba,15288,,266
2020/11/26,Madagascar,,17341,16657,251
2020/11/26,Ukraine,,695755,331538,12091
2020/11/26,Marshall Islands,,4,1,0
2020/11/26,Solomon Islands,,17,5,0
2020/11/26,Holy See,,27,15,0
2020/11/26,Congo (Brazzaville),,5632,4988,93
2020/11/26,Azerbaijan,,106101,68572,1256
2020/11/26,Sri Lanka,,22028,15816,99
2020/11/26,Canada,Nunavut,155,,0
2020/11/26,Slovakia,,101257,56378,749
2020/11/26,Tanzania,,509,183,21
2020/11/26,Bangladesh,,456438,371453,6524
2020/11/26,Pakistan,,389311,335881,7897
2020/11/26,Yemen,,2074,1379,604
2020/11/26,Maldives,,12889,11717,46
2020/11/26,Netherlands,Aruba,4791,4640,45
2020/11/26,Tunisia,,92475,67453,3034
2020/11/26,Cambodia,,307,298,0
2020/11/26,Kenya,,80102,53526,1427
2020/11/26,France,Mayotte,5181,2964,49
2020/11/26,Saint Kitts and Nevis,,22,19,0
2020/11/26,Lesotho,,2109,1278,44
2020/11/26,Chile,,545662,521247,15235
2020/11/26,Netherlands,Curacao,2046,1078,3
2020/11/26,Paraguay,,79517,56510,1704
2020/11/26,Australia,Queensland,1198,1178,6
2020/11/26,Zimbabwe,,9623,8397,274
2020/11/26,Kazakhstan,,170808,145673,2424
2020/11/26,Timor-Leste,,30,30,0
2020/11/26,Brazil,,6204220,5556887,171460
2020/11/26,Bolivia,,144390,120720,8939
2020/11/26,Bahrain,,86347,84510,341
2020/11/26,Guinea-Bissau,,2422,2309,43
2020/11/26,Canada,New Brunswick,465,,7
2020/11/26,West Bank and Gaza,,78493,61241,680
2020/11/26,Canada,Ontario,112898,,3593
2020/11/26,Afghanistan,,45600,36232,1737
2020/11/26,Papua New Guinea,,645,588,7
2020/11/26,Togo,,2904,2345,64
2020/11/26,Malaysia,,60752,49056,348
2020/11/26,India,,9309787,8718517,135715
2020/11/26,San Marino,,1514,1231,44
2020/11/26,Russia,,2169424,1671349,37688
2020/11/26,Australia,South Australia,559,533,4
2020/11/26,Zambia,,17553,16779,357
2020/11/26,France,Martinique,5413,98,40
2020/11/26,Netherlands,"Bonaire, Sint Eustatius and Saba",161,155,3
2020/11/26,Belize,,5515,3021,131
2020/11/26,Canada,Newfoundland and Labrador,327,,4
2020/11/26,Trinidad and Tobago,,6570,5680,116
2020/11/26,Indonesia,,516753,433649,16352
2020/11/26,South Africa,,778571,716444,21289
2020/11/26,Singapore,,58195,58104,28
2020/11/26,Haiti,,9248,7925,232
2020/11/26,Cabo Verde,,10570,9956,105
2020/11/26,Guyana,,5276,4252,149
2020/11/26,France,Guadeloupe,8344,2242,149
2020/11/26,France,French Polynesia,13883,4842,72
2020/11/26,Mali,,4505,3076,148
2020/11/26,Netherlands,,503123,0,9184
2020/11/26,Kyrgyzstan,,71548,62946,1256
2020/11/26,Turkey,,503738,388771,13014
2020/11/26,Jordan,,203021,135650,2509
2020/11/26,Australia,Tasmania,230,217,13
2020/11/26,Venezuela,,101215,96072,884
2020/11/26,Fiji,,38,33,2
2020/11/26,Namibia,,14155,13355,147
2020/11/26,Laos,,39,23,0
2020/11/26,Thailand,,3961,3790,60
2020/11/26,Comoros,,610,585,7
2020/11/26,Uganda,,19115,8840,191
2020/11/26,Liberia,,1591,1340,83
2020/11/26,Ethiopia,,107669,67001,1672
2020/11/26,Sao Tome and Principe,,985,928,17
2020/11/26,Barbados,,266,246,7
2020/11/26,Spain,,1617355,150376,44374
2020/11/26,Japan,,140225,116222,1996
2020/11/26,Algeria,,79110,51334,2352
2020/11/26,Peru,,952439,887019,35685
2020/11/26,Guatemala,,120685,109306,4133
2020/11/26,Vanuatu,,1,0,0
2020/11/26,Sierra Leone,,2409,1831,74
2020/11/26,Eswatini,,6329,5929,120
2020/11/26,France,Saint Barthelemy,127,94,0
2020/11/26,Cameroon,,24022,22177,437
2020/11/26,Iran,,908346,633275,46689
2020/11/26,Guinea,,12949,11922,76
2020/11/26,Colombia,,1280487,1181753,36019
2020/11/26,France,New Caledonia,32,32,0
2020/11/26,South Sudan,,3092,2949,61
2020/11/26,Somalia,,4451,3417,113
2020/11/26,France,French Guiana,11138,9995,70
2020/11/26,Bahamas,,7482,5789,163
2020/11/26,Finland,,23148,16800,388
2020/11/26,Albania,,35600,17352,753
2020/11/26,Nepal,,227640,209435,1412
2020/11/26,Malawi,,6020,5450,185
2020/11/26,Canada,Saskatchewan,7362,,40
2020/11/26,Vietnam,,1331,1166,35
2020/11/26,US,,12991818,4871203,266350
2020/11/26,Romania,,449349,323514,10712
2020/11/26,Malta,,9405,7165,125
2020/11/26,Canada,Quebec,136894,,7031
2020/11/26,Netherlands,Sint Maarten,1041,928,25
2020/11/26,Australia,Northern Territory,52,46,0
2020/11/26,France,Reunion,7836,6660,39
2020/11/26,Lebanon,,122200,72152,974
2020/11/26,Brunei,,150,145,3
2020/11/26,Panama,,160287,140976,3018
2020/11/26,Lithuania,,53755,23985,526
2020/11/26,Kuwait,,141547,134750,872
2020/11/26,Dominican Republic,,140922,113687,2317
2020/11/26,Libya,,80407,51585,1140
2020/11/26,Niger,,1443,1182,70
2020/11/26,Slovenia,,71073,49654,1245
2020/11/26,Denmark,Faroe Islands,500,498,0
2020/11/26,Egypt,,114475,102268,6596
2020/11/26,France,,2184846,136277,50610
2020/11/26,Latvia,,15171,1719,188
2020/11/26,Germany,,1017830,685537,15640
2020/11/26,Equatorial Guinea,,5146,5005,85
2020/11/26,Cote d'Ivoire,,21199,20852,131
2020/11/26,United Kingdom,Cayman Islands,269,249,2
2020/11/26,United Kingdom,Montserrat,13,12,1
2020/11/26,Andorra,,6534,5649,76
2020/11/26,Greece,,99306,23074,2001
2020/11/26,Tajikistan,,12044,11437,86
2020/11/26,Armenia,,130870,103055,2068
2020/11/26,Czechia,,511520,431874,7779
2020/11/26,Syria,,7542,3330,399
2020/11/26,United Kingdom,Anguilla,4,3,0
2020/11/26,Serbia,,148214,0,1366
2020/11/26,Monaco,,600,530,3
2020/11/26,Saudi Arabia,,356389,345215,5840
2020/11/26,Eritrea,,566,477,0
2020/11/26,Dominica,,77,63,0
2020/11/26,Seychelles,,166,159,0
2020/11/26,New Zealand,,2047,1956,25
2020/11/26,Luxembourg,,32873,23404,294
2020/11/26,Sweden,,236355,0,6622
2020/11/26,United Kingdom,Isle of Man,369,338,25
2020/11/26,Italy,,1509875,661180,52850
2020/11/26,Belgium,,567532,0,16219
2020/11/26,Georgia,,118690,98781,1124
2020/11/26,Senegal,,15960,15558,331
2020/11/26,Uruguay,,5117,4021,74
2020/11/26,France,St Martin,690,598,12
2020/11/26,Rwanda,,5851,5345,47
2020/11/26,Oman,,122579,113856,1391
2020/11/26,Belarus,,130012,108769,1128
2020/11/26,Hungary,,192047,49616,4229
2020/11/26,Canada,British Columbia,29973,,384
2020/11/26,Portugal,,280394,193944,4209
2020/11/26,Jamaica,,10541,5721,248
2020/11/26,France,Wallis and Futuna,0,0,0
2020/11/26,Liechtenstein,,1208,1010,14
2020/11/26,Philippines,,424297,387266,8242
2020/11/26,Bhutan,,389,368,0
2020/11/26,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/11/26,Montenegro,,33316,21721,469
2020/11/26,Cyprus,,9673,2055,48
2020/11/26,Canada,Repatriated Travellers,13,,0
2020/11/26,Australia,Victoria,20345,19526,819
2020/11/26,Mauritius,,498,440,10
2020/11/26,Australia,Australian Capital Territory,116,112,3
2020/11/26,Ghana,,51225,50127,323
2020/11/26,Nicaragua,,5784,4225,160
2020/11/26,Bosnia and Herzegovina,,84252,48780,2480
2020/11/26,Canada,Grand Princess,13,,0
2020/11/26,Norway,,34748,17998,316
2020/11/26,United Kingdom,Turks and Caicos Islands,746,700,6
2020/11/26,Angola,,14920,7617,341
2020/11/26,Cuba,,8075,7497,133
2020/11/26,Suriname,,5307,5185,117
2020/11/26,Benin,,2974,2579,43
2020/11/26,MS Zaandam,,9,0,2
2020/11/26,United Kingdom,,1574562,0,57031
2020/11/26,"Korea, South",,32887,27103,516
2020/11/26,Mongolia,,738,347,0
2020/11/26,Mexico,,1078594,803581,104242
2020/11/26,Burma,,85205,64645,1846
2020/11/26,El Salvador,,37884,34595,1098
2020/11/26,Bulgaria,,136628,44875,3529
2020/11/26,Ecuador,,188138,164009,13316
2020/11/26,Ireland,,71494,23364,2036
2020/11/26,Austria,,266038,196342,2773
2020/11/26,United Kingdom,British Virgin Islands,71,70,1
2020/11/26,Croatia,,115626,92349,1552
2020/11/26,Canada,Prince Edward Island,70,,0
2020/11/26,Botswana,,10258,7717,31
2020/11/26,Chad,,1661,1496,101
2020/11/26,United Kingdom,Bermuda,241,206,9
2020/11/26,North Macedonia,,58608,36064,1630
2020/11/26,Canada,Alberta,51878,,510
2020/11/26,Antigua and Barbuda,,141,130,4
2020/11/26,United Kingdom,Falkland Islands (Malvinas),16,13,0
2020/11/26,United Arab Emirates,,163967,151870,564
