日期,国家,省州,累计确诊,累计治愈,累计死亡
2020/12/17,Australia,Northern Territory,68,59,0
2020/12/17,Albania,,51424,26898,1055
2020/12/17,Fiji,,46,38,2
2020/12/17,"Korea, South",,47515,33982,645
2020/12/17,Samoa,,2,2,0
2020/12/17,Malta,,11475,9670,182
2020/12/17,Mexico,,1289298,953762,116487
2020/12/17,Canada,Manitoba,22047,,537
2020/12/17,Panama,,203295,168238,3481
2020/12/17,Oman,,127019,119009,1483
2020/12/17,Mongolia,,941,473,0
2020/12/17,Jordan,,269806,233390,3496
2020/12/17,Canada,Repatriated Travellers,13,,0
2020/12/17,Holy See,,27,15,0
2020/12/17,Sao Tome and Principe,,1011,955,17
2020/12/17,France,French Guiana,12026,9995,71
2020/12/17,Russia,,2736727,2181696,48568
2020/12/17,Equatorial Guinea,,5214,5064,85
2020/12/17,Solomon Islands,,17,5,0
2020/12/17,Armenia,,151392,129990,2581
2020/12/17,Cote d'Ivoire,,21772,21401,133
2020/12/17,Canada,New Brunswick,573,,8
2020/12/17,Ethiopia,,118481,99751,1831
2020/12/17,Japan,,190950,158131,2661
2020/12/17,Mauritius,,524,489,10
2020/12/17,Mali,,6049,3718,211
2020/12/17,Bhutan,,440,409,0
2020/12/17,Norway,,42776,17998,404
2020/12/17,Mauritania,,11805,8372,254
2020/12/17,Jamaica,,11968,8525,279
2020/12/17,Haiti,,9597,8310,234
2020/12/17,Somalia,,4662,3566,124
2020/12/17,Turkey,,1955680,1721607,17364
2020/12/17,Finland,,32228,22500,484
2020/12/17,Estonia,,20004,12533,164
2020/12/17,United Kingdom,Cayman Islands,310,282,2
2020/12/17,Uganda,,29361,10172,228
2020/12/17,Saudi Arabia,,360516,351365,6091
2020/12/17,Namibia,,17607,15373,164
2020/12/17,Luxembourg,,43279,34609,428
2020/12/17,Netherlands,Sint Maarten,1294,1134,26
2020/12/17,Netherlands,,652525,0,10321
2020/12/17,Ireland,,77678,23364,2143
2020/12/17,Sierra Leone,,2464,1854,75
2020/12/17,Poland,,1171854,903349,24345
2020/12/17,Benin,,3152,2972,44
2020/12/17,Gabon,,9373,9223,63
2020/12/17,Australia,Western Australia,844,821,9
2020/12/17,Moldova,,131919,114230,2674
2020/12/17,Liberia,,1779,1406,83
2020/12/17,Switzerland,,399511,311500,6487
2020/12/17,United Kingdom,Gibraltar,1153,1050,6
2020/12/17,Lithuania,,103398,61807,1180
2020/12/17,Gambia,,3786,3654,123
2020/12/17,Spain,,1785421,150376,48777
2020/12/17,Monaco,,700,611,3
2020/12/17,Syria,,9759,4616,571
2020/12/17,Guatemala,,131435,119748,4551
2020/12/17,Nigeria,,76207,67110,1201
2020/12/17,Laos,,41,36,0
2020/12/17,West Bank and Gaza,,117755,92979,1078
2020/12/17,MS Zaandam,,9,7,2
2020/12/17,Canada,Northwest Territories,23,,0
2020/12/17,Romania,,577446,477139,13969
2020/12/17,Belarus,,167731,145397,1299
2020/12/17,Slovakia,,142133,102737,1378
2020/12/17,Philippines,,454447,419902,8850
2020/12/17,Australia,Victoria,20352,19524,820
2020/12/17,Botswana,,13014,10535,38
2020/12/17,Diamond Princess,,712,699,13
2020/12/17,France,Wallis and Futuna,0,0,0
2020/12/17,Guinea,,13485,12773,80
2020/12/17,Kenya,,93405,74999,1618
2020/12/17,Algeria,,93933,62089,2640
2020/12/17,France,,2426063,158170,59259
2020/12/17,Congo (Brazzaville),,6200,4988,100
2020/12/17,Vanuatu,,1,1,0
2020/12/17,Yemen,,2087,1384,606
2020/12/17,Kuwait,,147192,143113,913
2020/12/17,Iraq,,580449,515321,12650
2020/12/17,Ghana,,53553,52266,331
2020/12/17,Saint Kitts and Nevis,,28,24,0
2020/12/17,Comoros,,643,610,7
2020/12/17,Niger,,2506,1373,84
2020/12/17,Sudan,,22621,12873,1408
2020/12/17,Libya,,93283,63231,1337
2020/12/17,Sri Lanka,,35387,26353,160
2020/12/17,United Kingdom,Isle of Man,373,344,25
2020/12/17,Venezuela,,109081,103741,975
2020/12/17,Saint Lucia,,279,246,5
2020/12/17,Azerbaijan,,191460,127064,2088
2020/12/17,Qatar,,141557,139243,242
2020/12/17,Greece,,128710,93764,3948
2020/12/17,Kazakhstan,,189551,161561,2615
2020/12/17,Grenada,,85,41,0
2020/12/17,Antigua and Barbuda,,151,141,5
2020/12/17,Canada,Nunavut,259,,0
2020/12/17,Liechtenstein,,1635,1395,21
2020/12/17,Bosnia and Herzegovina,,104087,69495,3549
2020/12/17,Colombia,,1468795,1343819,39787
2020/12/17,Seychelles,,202,184,0
2020/12/17,Canada,Nova Scotia,1436,,65
2020/12/17,Denmark,,123813,85662,992
2020/12/17,Georgia,,201368,169282,1953
2020/12/17,Sweden,,357466,0,7893
2020/12/17,Denmark,Faroe Islands,534,512,0
2020/12/17,Cameroon,,25472,23851,445
2020/12/17,Tajikistan,,12852,12295,89
2020/12/17,Burundi,,751,640,1
2020/12/17,Portugal,,362616,287028,5902
2020/12/17,Germany,,1454009,1078944,25027
2020/12/17,Iran,,1138530,856513,53095
2020/12/17,Austria,,332828,294315,4982
2020/12/17,Denmark,Greenland,19,18,0
2020/12/17,Netherlands,Aruba,5124,4919,47
2020/12/17,Suriname,,5428,5240,117
2020/12/17,San Marino,,2049,1703,54
2020/12/17,Chad,,1818,1626,102
2020/12/17,Argentina,,1524372,1352556,41534
2020/12/17,Belize,,9791,4779,213
2020/12/17,France,Reunion,8588,8037,42
2020/12/17,Uruguay,,11436,7406,105
2020/12/17,United Kingdom,Channel Islands,2389,1339,48
2020/12/17,Timor-Leste,,31,30,0
2020/12/17,France,New Caledonia,37,35,0
2020/12/17,Barbados,,305,278,7
2020/12/17,Micronesia,,0,0,0
2020/12/17,Canada,Ontario,152898,,4081
2020/12/17,Morocco,,409746,369998,6804
2020/12/17,Malawi,,6138,5661,187
2020/12/17,India,,9979447,9520827,144789
2020/12/17,Canada,Saskatchewan,12832,,105
2020/12/17,Costa Rica,,156388,124907,1980
2020/12/17,Thailand,,4297,4005,60
2020/12/17,Israel,,367975,342985,3050
2020/12/17,Madagascar,,17587,16992,259
2020/12/17,Chile,,578732,551200,16007
2020/12/17,Zimbabwe,,11866,9836,314
2020/12/17,Central African Republic,,4936,1924,63
2020/12/17,Canada,Diamond Princess,0,,1
2020/12/17,Canada,Quebec,171028,,7762
2020/12/17,France,Martinique,5601,98,42
2020/12/17,Dominica,,88,83,0
2020/12/17,Brazil,,7110434,6301547,184827
2020/12/17,Italy,,1906377,1203814,67220
2020/12/17,Netherlands,Curacao,3823,2105,11
2020/12/17,Australia,South Australia,563,559,4
2020/12/17,Netherlands,"Bonaire, Sint Eustatius and Saba",177,166,3
2020/12/17,New Zealand,,2110,2034,25
2020/12/17,Togo,,3330,2890,66
2020/12/17,Canada,Newfoundland and Labrador,367,,4
2020/12/17,Saint Vincent and the Grenadines,,100,82,0
2020/12/17,South Africa,,892813,780313,24011
2020/12/17,Kosovo,,47499,34956,1225
2020/12/17,Paraguay,,97028,69351,2032
2020/12/17,North Macedonia,,76251,52413,2225
2020/12/17,Guyana,,6042,5197,158
2020/12/17,France,Mayotte,5616,2964,53
2020/12/17,Malaysia,,89133,74030,432
2020/12/17,Lesotho,,2400,1435,46
2020/12/17,Honduras,,115474,53499,3021
2020/12/17,France,Saint Barthelemy,162,127,1
2020/12/17,Tanzania,,509,183,21
2020/12/17,South Sudan,,3222,3043,62
2020/12/17,Serbia,,287730,0,2529
2020/12/17,Bolivia,,148665,127155,9031
2020/12/17,United Kingdom,Montserrat,13,12,1
2020/12/17,Bahamas,,7725,6098,164
2020/12/17,United Kingdom,Falkland Islands (Malvinas),23,17,0
2020/12/17,Australia,Tasmania,234,217,13
2020/12/17,France,Saint Pierre and Miquelon,14,14,0
2020/12/17,Afghanistan,,49378,38505,2025
2020/12/17,Congo (Kinshasa),,15089,13010,366
2020/12/17,Peru,,989457,924120,36858
2020/12/17,Iceland,,5588,5423,28
2020/12/17,Burkina Faso,,4611,3311,73
2020/12/17,Djibouti,,5770,5635,61
2020/12/17,Bangladesh,,496975,431590,7192
2020/12/17,Uzbekistan,,75538,72810,612
2020/12/17,Mozambique,,17256,15257,145
2020/12/17,France,St Martin,801,675,12
2020/12/17,Guinea-Bissau,,2447,2378,44
2020/12/18,Diamond Princess,,712,699,13
2020/12/18,United Kingdom,Falkland Islands (Malvinas),23,17,0
2020/12/18,Cambodia,,362,345,0
2020/12/18,Honduras,,116212,54002,3023
2020/12/18,Dominica,,88,83,0
2020/12/18,Egypt,,124280,106157,7041
2020/12/18,North Macedonia,,77134,52949,2254
2020/12/18,Czechia,,610006,527062,10163
2020/12/18,Burkina Faso,,4832,3403,74
2020/12/18,Niger,,2560,1377,85
2020/12/18,Bangladesh,,498293,433614,7217
2020/12/18,Canada,Prince Edward Island,90,,0
2020/12/18,Slovakia,,146124,104560,1440
2020/12/18,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/12/18,Mexico,,1301546,962397,117249
2020/12/18,West Bank and Gaza,,119612,94556,1097
2020/12/18,United Kingdom,Isle of Man,373,344,25
2020/12/18,Saint Kitts and Nevis,,30,24,0
2020/12/18,Bhutan,,443,422,0
2020/12/18,Nigeria,,77013,67484,1212
2020/12/18,Burma,,114198,92916,2398
2020/12/18,Armenia,,152253,131213,2596
2020/12/18,Moldova,,133360,115612,2700
2020/12/18,Mauritius,,524,489,10
2020/12/18,United Kingdom,British Virgin Islands,80,73,1
2020/12/18,United Kingdom,Gibraltar,1184,1054,6
2020/12/18,Mongolia,,953,509,0
2020/12/18,Monaco,,715,616,3
2020/12/18,United Kingdom,Cayman Islands,311,282,2
2020/12/18,Denmark,,128321,87560,1007
2020/12/18,Micronesia,,0,0,0
2020/12/18,Iceland,,5604,5449,28
2020/12/18,Dominican Republic,,157929,122406,2376
2020/12/18,Hungary,,295977,89814,7725
2020/12/18,Ecuador,,205003,177951,13942
2020/12/18,United Kingdom,Montserrat,13,12,1
2020/12/18,Slovenia,,103555,80935,2274
2020/12/18,United Kingdom,Channel Islands,2389,1470,49
2020/12/18,Denmark,Faroe Islands,534,516,0
2020/12/18,Laos,,41,36,0
2020/12/18,Denmark,Greenland,19,18,0
2020/12/18,Norway,,43207,17998,404
2020/12/18,Djibouti,,5780,5641,61
2020/12/18,Canada,British Columbia,45400,,724
2020/12/18,Canada,Diamond Princess,0,,1
2020/12/18,Cyprus,,16647,2057,85
2020/12/18,Argentina,,1531374,1356755,41672
2020/12/18,Vietnam,,1410,1266,35
2020/12/18,Bulgaria,,190027,96622,6496
2020/12/18,France,St Martin,918,780,12
2020/12/18,Tajikistan,,12888,12333,89
2020/12/18,MS Zaandam,,9,7,2
2020/12/18,Romania,,582786,484948,14157
2020/12/18,Canada,Northwest Territories,24,,0
2020/12/18,Philippines,,456562,420666,8875
2020/12/18,Australia,Victoria,20354,19524,820
2020/12/18,Botswana,,13014,10535,38
2020/12/18,Guinea,,13511,12859,80
2020/12/18,France,Wallis and Futuna,0,0,0
2020/12/18,Algeria,,94371,62487,2647
2020/12/18,France,,2441737,159138,59869
2020/12/18,Uzbekistan,,75675,72961,612
2020/12/18,Congo (Brazzaville),,6200,4988,100
2020/12/18,Zimbabwe,,12047,9894,316
2020/12/18,Bahamas,,7733,6109,164
2020/12/18,Malawi,,6148,5662,187
2020/12/18,France,Reunion,8588,8219,42
2020/12/18,Costa Rica,,157472,125488,1996
2020/12/18,Thailand,,4331,4024,60
2020/12/18,Madagascar,,17587,16992,259
2020/12/18,Lesotho,,2546,1445,48
2020/12/18,Guinea-Bissau,,2447,2378,44
2020/12/18,Mozambique,,17338,15365,146
2020/12/18,Peru,,989457,928219,36858
2020/12/18,France,Saint Barthelemy,175,161,1
2020/12/18,Australia,Tasmania,234,217,13
2020/12/18,Bolivia,,149149,127540,9033
2020/12/18,Tanzania,,509,183,21
2020/12/18,France,Saint Pierre and Miquelon,14,14,0
2020/12/18,South Sudan,,3228,3090,62
2020/12/18,Congo (Kinshasa),,15089,13010,366
2020/12/18,Morocco,,412393,372725,6854
2020/12/18,Syria,,9928,4686,591
2020/12/18,Netherlands,Sint Maarten,1315,1157,26
2020/12/18,Suriname,,5459,5249,117
2020/12/18,Bosnia and Herzegovina,,104881,70249,3583
2020/12/18,Colombia,,1482072,1354021,40019
2020/12/18,Liechtenstein,,1676,1424,23
2020/12/18,Ghana,,53653,52331,331
2020/12/18,Comoros,,643,610,7
2020/12/18,Libya,,93772,63886,1346
2020/12/18,Sudan,,22823,12873,1408
2020/12/18,Sri Lanka,,36049,27061,165
2020/12/18,Venezuela,,109395,103975,979
2020/12/18,Azerbaijan,,195422,131252,2133
2020/12/18,Qatar,,141716,139384,242
2020/12/18,Greece,,129584,93764,4044
2020/12/18,Grenada,,94,41,0
2020/12/18,Canada,Nunavut,259,,0
2020/12/18,Austria,,334913,297424,5127
2020/12/18,Luxembourg,,43728,35237,434
2020/12/18,Portugal,,366952,290690,5977
2020/12/18,Burundi,,751,640,1
2020/12/18,Netherlands,,664456,0,10405
2020/12/18,Poland,,1182864,915576,24771
2020/12/18,Gabon,,9400,9254,64
2020/12/18,Australia,Western Australia,845,821,9
2020/12/18,Liberia,,1779,1406,83
2020/12/18,Switzerland,,403989,311500,6561
2020/12/18,Lithuania,,106645,63010,1219
2020/12/18,Gambia,,3786,3654,123
2020/12/18,Spain,,1797236,150376,48926
2020/12/18,Guatemala,,132062,120257,4589
2020/12/18,Vanuatu,,1,1,0
2020/12/18,Canada,Nova Scotia,1443,,65
2020/12/18,Georgia,,204003,171526,2002
2020/12/18,Sweden,,367120,0,7993
2020/12/18,Cameroon,,25472,23851,445
2020/12/18,Germany,,1486839,1095982,25754
2020/12/18,France,New Caledonia,37,35,0
2020/12/18,Timor-Leste,,31,30,0
2020/12/18,Ukraine,,970758,582457,16848
2020/12/18,Pakistan,,454673,404501,9250
2020/12/18,Bahrain,,89883,88003,349
2020/12/18,Eswatini,,7202,6624,136
2020/12/18,Cuba,,9893,8912,137
2020/12/18,Holy See,,27,15,0
2020/12/18,Montenegro,,43390,33491,620
2020/12/18,Ethiopia,,119025,100859,1843
2020/12/18,Uganda,,30071,10251,230
2020/12/18,Brunei,,152,148,3
2020/12/18,Nepal,,252474,241392,1765
2020/12/18,Fiji,,46,42,2
2020/12/18,Malta,,11569,9780,183
2020/12/18,Albania,,52004,27426,1066
2020/12/18,Australia,Northern Territory,69,59,0
2020/12/18,United Kingdom,Turks and Caicos Islands,781,741,6
2020/12/18,Croatia,,190235,165915,3023
2020/12/18,Australia,New South Wales,4712,0,53
2020/12/18,Solomon Islands,,17,5,0
2020/12/18,Rwanda,,7105,6089,57
2020/12/18,Canada,Grand Princess,13,,0
2020/12/18,El Salvador,,42397,38481,1234
2020/12/18,Australia,Australian Capital Territory,117,114,3
2020/12/18,Angola,,16562,9345,384
2020/12/18,Nicaragua,,5938,4225,163
2020/12/18,United Kingdom,Anguilla,10,10,0
2020/12/18,Equatorial Guinea,,5214,5064,85
2020/12/18,Mauritania,,12046,8426,264
2020/12/18,Oman,,127019,119009,1483
2020/12/18,Eritrea,,741,572,0
2020/12/18,Latvia,,29427,19072,409
2020/12/18,United Arab Emirates,,191150,167306,630
2020/12/18,Marshall Islands,,4,4,0
2020/12/18,Estonia,,20658,12922,168
2020/12/18,Canada,Manitoba,22397,,547
2020/12/18,US,,17546621,0,319189
2020/12/18,Lebanon,,154944,106712,1259
2020/12/18,Cote d'Ivoire,,21845,21420,133
2020/12/18,France,Martinique,5601,98,42
2020/12/18,Brazil,,7162978,6322955,185650
2020/12/18,Australia,South Australia,563,559,4
2020/12/18,Togo,,3350,2933,66
2020/12/18,Malaysia,,90816,75244,432
2020/12/18,Canada,Newfoundland and Labrador,372,,4
2020/12/18,South Africa,,901538,783818,24285
2020/12/18,Paraguay,,98296,70101,2050
2020/12/18,Guyana,,6076,5288,159
2020/12/18,France,Mayotte,5616,2964,53
2020/12/18,New Zealand,,2110,2034,25
2020/12/18,Canada,Ontario,155180,,4112
2020/12/18,Uruguay,,11950,7699,109
2020/12/18,Trinidad and Tobago,,6955,6405,123
2020/12/18,Canada,Alberta,87581,,815
2020/12/18,France,Guadeloupe,8498,2242,152
2020/12/18,Andorra,,7519,6919,80
2020/12/18,Panama,,206310,170170,3504
2020/12/18,Finland,,32582,22500,489
2020/12/18,Turkey,,1982090,1753552,17610
2020/12/18,Somalia,,4662,3566,124
2020/12/18,Haiti,,9627,8321,234
2020/12/18,Mali,,6120,3771,215
2020/12/18,Canada,New Brunswick,573,,8
2020/12/18,United Kingdom,Bermuda,497,261,9
2020/12/18,Russia,,2764843,2207398,49170
2020/12/18,United Kingdom,,1977167,0,66541
2020/12/18,Namibia,,18041,15626,169
2020/12/18,Australia,Queensland,1232,1214,6
2020/12/18,Tunisia,,117582,87884,4090
2020/12/18,Maldives,,13444,12836,48
2020/12/18,Papua New Guinea,,760,601,8
2020/12/18,France,French Polynesia,16182,4842,103
2020/12/18,France,French Guiana,12163,9995,71
2020/12/18,India,,10004599,9550712,145136
2020/12/18,Antigua and Barbuda,,152,141,5
2020/12/18,Canada,Repatriated Travellers,13,,0
2020/12/18,Central African Republic,,4936,1924,63
2020/12/18,Netherlands,"Bonaire, Sint Eustatius and Saba",177,166,3
2020/12/18,Singapore,,58386,58265,29
2020/12/18,Israel,,370152,344373,3057
2020/12/18,Canada,Saskatchewan,13077,,107
2020/12/18,Afghanistan,,49621,38540,2030
2020/12/18,Netherlands,Aruba,5138,4928,47
2020/12/18,Barbados,,307,280,7
2020/12/18,Serbia,,292640,0,2580
2020/12/18,Belize,,9791,4779,213
2020/12/18,Netherlands,Curacao,3881,2210,11
2020/12/18,Indonesia,,650197,531995,19514
2020/12/18,Kenya,,93761,75274,1629
2020/12/18,Seychelles,,202,184,0
2020/12/18,Belarus,,169648,147316,1308
2020/12/18,Chad,,1839,1630,102
2020/12/18,Jordan,,271514,236550,3518
2020/12/18,Saint Vincent and the Grenadines,,100,82,0
2020/12/18,Italy,,1921778,1226086,67894
2020/12/18,Canada,Yukon,59,,1
2020/12/18,Iran,,1145651,865474,53273
2020/12/18,Kuwait,,147531,143355,916
2020/12/18,Samoa,,2,2,0
2020/12/18,Saudi Arabia,,360690,351573,6101
2020/12/18,Japan,,193753,160630,2709
2020/12/18,Chile,,581135,552289,16051
2020/12/18,Belgium,,621039,0,18455
2020/12/18,"Korea, South",,48570,34334,659
2020/12/18,Sierra Leone,,2486,1854,75
2020/12/18,Saint Lucia,,280,253,5
2020/12/18,Zambia,,18575,17729,373
2020/12/18,Jamaica,,12039,8668,283
2020/12/18,Iraq,,581811,517091,12670
2020/12/18,Cabo Verde,,11526,11164,110
2020/12/18,Senegal,,17559,16449,357
2020/12/18,Sao Tome and Principe,,1011,955,17
2020/12/18,Yemen,,2087,1384,606
2020/12/18,Canada,Quebec,172801,,7796
2020/12/18,Kosovo,,48337,35792,1240
2020/12/18,Kazakhstan,,190292,162074,2617
2020/12/18,San Marino,,2072,1733,55
2020/12/18,Benin,,3152,2972,44
2020/12/18,Ireland,,78254,23364,2149
2020/12/18,Kyrgyzstan,,78679,72051,1324
2020/12/19,Algeria,,94781,62869,2659
2020/12/19,Hungary,,300022,93323,7914
2020/12/19,Norway,,43582,17998,404
2020/12/19,Mauritius,,524,489,10
2020/12/19,Lebanon,,156570,110535,1270
2020/12/19,Cabo Verde,,11567,11215,111
2020/12/19,Bahrain,,90062,88178,349
2020/12/19,United Kingdom,British Virgin Islands,86,74,1
2020/12/19,United Kingdom,Isle of Man,373,344,25
2020/12/19,Senegal,,17670,16493,361
2020/12/19,Cyprus,,17476,2057,89
2020/12/19,Liechtenstein,,1711,1424,25
2020/12/19,Canada,Prince Edward Island,90,,0
2020/12/19,Bahamas,,7733,6109,164
2020/12/19,France,Guadeloupe,8498,2242,154
2020/12/19,Andorra,,7560,6963,80
2020/12/19,Egypt,,124891,106481,7069
2020/12/19,Canada,Alberta,88933,,841
2020/12/19,Libya,,93772,63886,1346
2020/12/19,United Kingdom,,2004219,0,67075
2020/12/19,Comoros,,643,610,7
2020/12/19,United Kingdom,Bermuda,516,267,9
2020/12/19,Australia,Queensland,1234,1214,6
2020/12/19,Tunisia,,119151,87884,4126
2020/12/19,Maldives,,13474,12878,48
2020/12/19,Papua New Guinea,,760,601,8
2020/12/19,Ghana,,53653,52331,331
2020/12/19,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/12/19,Romania,,587944,493379,14296
2020/12/19,France,French Polynesia,16182,4842,103
2020/12/19,Iraq,,583118,519005,12680
2020/12/19,Trinidad and Tobago,,6974,6426,123
2020/12/19,West Bank and Gaza,,121216,96461,1117
2020/12/19,Bosnia and Herzegovina,,105524,70620,3625
2020/12/19,Ecuador,,205920,177951,13948
2020/12/19,Bulgaria,,191029,98026,6551
2020/12/19,Bolivia,,149770,127815,9035
2020/12/19,Canada,Manitoba,22630,,556
2020/12/19,Kosovo,,48682,36228,1248
2020/12/19,Armenia,,153173,131931,2616
2020/12/19,Paraguay,,99157,70943,2072
2020/12/19,Lithuania,,109989,63540,1265
2020/12/19,Jordan,,272797,239126,3545
2020/12/19,France,Mayotte,5708,2964,53
2020/12/19,Honduras,,116212,54002,3023
2020/12/19,Canada,British Columbia,45400,,724
2020/12/19,Austria,,337209,300611,5209
2020/12/19,Luxembourg,,43728,35237,434
2020/12/19,New Zealand,,2116,2036,25
2020/12/19,Niger,,2612,1406,86
2020/12/19,Central African Republic,,4936,1924,63
2020/12/19,Netherlands,Aruba,5155,4937,47
2020/12/19,Dominican Republic,,159064,123284,2382
2020/12/19,Mongolia,,961,509,0
2020/12/19,Cote d'Ivoire,,21890,21451,133
2020/12/19,Saint Vincent and the Grenadines,,100,82,0
2020/12/19,Suriname,,5511,5263,118
2020/12/19,France,Martinique,5601,98,42
2020/12/19,Sao Tome and Principe,,1012,958,17
2020/12/19,Mexico,,1313675,971115,117876
2020/12/19,Brazil,,7213155,6388938,186356
2020/12/19,Netherlands,,676673,0,10459
2020/12/19,Italy,,1938083,1249470,68447
2020/12/19,Australia,South Australia,563,559,4
2020/12/19,Burma,,115187,94118,2424
2020/12/19,South Sudan,,3228,3090,62
2020/12/19,United Kingdom,Cayman Islands,311,282,2
2020/12/19,Togo,,3396,2974,66
2020/12/19,Albania,,52542,27831,1074
2020/12/19,Malaysia,,91969,76242,433
2020/12/19,Canada,Newfoundland and Labrador,380,,4
2020/12/19,France,French Guiana,12281,9995,71
2020/12/19,Zambia,,18620,17756,373
2020/12/19,Nepal,,253184,242567,1777
2020/12/19,Eswatini,,7305,6662,137
2020/12/19,Guatemala,,132595,120715,4624
2020/12/19,Venezuela,,109781,104208,984
2020/12/19,Cambodia,,362,345,0
2020/12/19,Eritrea,,754,580,0
2020/12/19,Montenegro,,43709,33788,624
2020/12/19,Oman,,127019,119009,1483
2020/12/19,Azerbaijan,,199127,135462,2175
2020/12/19,Ethiopia,,119494,102153,1846
2020/12/19,Canada,Nunavut,259,,0
2020/12/19,Uganda,,30702,10360,230
2020/12/19,Switzerland,,403989,311500,6602
2020/12/19,Chile,,583355,554333,16101
2020/12/19,Brunei,,152,149,3
2020/12/19,Namibia,,18437,15849,171
2020/12/19,Japan,,196815,163152,2749
2020/12/19,Pakistan,,457288,407405,9330
2020/12/19,United Arab Emirates,,192404,168129,634
2020/12/19,Bhutan,,443,423,0
2020/12/19,Estonia,,21219,13488,170
2020/12/19,Australia,New South Wales,4748,0,53
2020/12/19,United Kingdom,Turks and Caicos Islands,789,755,6
2020/12/19,Canada,Yukon,59,,1
2020/12/19,Marshall Islands,,4,4,0
2020/12/19,Sri Lanka,,36667,27552,171
2020/12/19,Iran,,1152072,875943,53448
2020/12/19,Gabon,,9400,9254,64
2020/12/19,Benin,,3152,2972,44
2020/12/19,Samoa,,2,2,0
2020/12/19,Ukraine,,982937,596218,17072
2020/12/19,Kuwait,,147775,143641,918
2020/12/19,Cuba,,10024,8976,137
2020/12/19,Saudi Arabia,,360848,351722,6112
2020/12/19,Belgium,,623760,0,18545
2020/12/19,Poland,,1194110,927723,25254
2020/12/19,Fiji,,46,42,2
2020/12/19,Sierra Leone,,2497,1854,75
2020/12/19,Panama,,209584,171745,3527
2020/12/19,Vietnam,,1411,1269,35
2020/12/19,Saint Lucia,,282,253,5
2020/12/19,Australia,Australian Capital Territory,117,114,3
2020/12/19,Finland,,32853,22500,489
2020/12/19,Bangladesh,,499560,435601,7242
2020/12/19,Turkey,,2004285,1779068,17851
2020/12/19,Somalia,,4662,3566,124
2020/12/19,Jamaica,,12135,8812,285
2020/12/19,Ireland,,78776,23364,2154
2020/12/19,El Salvador,,43195,39016,1242
2020/12/19,Netherlands,Sint Maarten,1323,1159,26
2020/12/19,Guinea,,13532,12905,80
2020/12/19,Mali,,6164,3794,220
2020/12/19,Sudan,,22990,13024,1425
2020/12/19,Canada,Grand Princess,13,,0
2020/12/19,Qatar,,141858,139521,243
2020/12/19,Angola,,16626,9518,386
2020/12/19,Liberia,,1779,1406,83
2020/12/19,Iceland,,5621,5467,28
2020/12/19,Grenada,,94,41,0
2020/12/19,Malta,,11621,9881,187
2020/12/19,Mauritania,,12278,8545,273
2020/12/19,Canada,Repatriated Travellers,13,,0
2020/12/19,Australia,Western Australia,845,825,9
2020/12/19,Kazakhstan,,190969,162959,2621
2020/12/19,"Korea, South",,49665,34722,674
2020/12/19,Canada,New Brunswick,578,,8
2020/12/19,Equatorial Guinea,,5214,5064,85
2020/12/19,Australia,Northern Territory,71,59,0
2020/12/19,Spain,,1797236,150376,48926
2020/12/19,United Kingdom,Anguilla,10,10,0
2020/12/19,Croatia,,192987,169768,3101
2020/12/19,Greece,,130485,93764,4102
2020/12/19,Nicaragua,,5938,4225,163
2020/12/19,US,,17738237,0,321828
2020/12/19,Slovenia,,105013,82541,2314
2020/12/19,Haiti,,9648,8336,234
2020/12/19,Colombia,,1496062,1362543,40268
2020/12/19,Guyana,,6105,5305,159
2020/12/19,Nigeria,,77933,67784,1218
2020/12/19,Australia,Tasmania,234,217,13
2020/12/19,Chad,,1867,1632,102
2020/12/19,Djibouti,,5781,5649,61
2020/12/19,Indonesia,,657948,536260,19659
2020/12/19,France,Saint Barthelemy,175,161,1
2020/12/19,Afghanistan,,49681,38613,2047
2020/12/19,Canada,Ontario,157749,,4141
2020/12/19,Barbados,,307,280,7
2020/12/19,Syria,,10050,4737,601
2020/12/19,Germany,,1508518,1107115,26171
2020/12/19,Denmark,Greenland,19,19,0
2020/12/19,Canada,Saskatchewan,13329,,115
2020/12/19,Peru,,989457,930410,36858
2020/12/19,Belarus,,171579,149353,1316
2020/12/19,Madagascar,,17587,16992,259
2020/12/19,Micronesia,,0,0,0
2020/12/19,Moldova,,134578,117002,2727
2020/12/19,Israel,,372886,345590,3074
2020/12/19,Philippines,,458044,421086,8911
2020/12/19,Seychelles,,202,184,0
2020/12/19,Latvia,,30297,20534,427
2020/12/19,Congo (Brazzaville),,6200,4988,100
2020/12/19,United Kingdom,Montserrat,13,12,1
2020/12/19,Georgia,,206907,175842,2055
2020/12/19,France,St Martin,918,780,12
2020/12/19,Uzbekistan,,75806,73099,612
2020/12/19,South Africa,,912477,787782,24539
2020/12/19,Russia,,2792615,2233060,49744
2020/12/19,Belize,,9791,4779,213
2020/12/19,Congo (Kinshasa),,15397,13310,369
2020/12/19,Diamond Princess,,712,699,13
2020/12/19,Argentina,,1537169,1362617,41763
2020/12/19,France,Saint Pierre and Miquelon,14,14,0
2020/12/19,Saint Kitts and Nevis,,30,24,0
2020/12/19,Sweden,,367120,0,7993
2020/12/19,Tanzania,,509,183,21
2020/12/19,Canada,Nova Scotia,1445,,65
2020/12/19,Cameroon,,25724,23851,445
